Time,Disp,Force,CrackLen,CrackExt,G_I
10,0,0,25.391,0,0
11,0.083576,5.185814777,25.391,0,0.000627376
12,0.1643845,7.164322027,25.391,0,0.001704769
13,0.2479365,9.937815271,25.391,0,0.003566654
14,0.333075,12.85568608,25.391,0,0.006198219
15,0.4143605,15.2667618,25.391,0,0.009157035
16,0.497151,17.69328364,25.391,0,0.012732871
17,0.5781945,20.24851985,25.391,0,0.016947156
18,0.662997,23.02799012,25.391,0,0.022100251
19,0.745472,25.66356068,25.391,0,0.0276935
20,0.8286945,28.15047855,25.391,0,0.03376835
21,0.909704,31.07031311,25.391,0,0.04091432
22,0.9938525,33.924139,25.391,0,0.048804556
23,1.074153,36.49187464,25.391,0,0.056740338
24,1.161382,39.33951935,25.391,0,0.066135363
25,1.2430565,41.9709574,25.391,0,0.07552128
26,1.3235265,44.74107952,25.391,0,0.085717343
27,1.4080035,47.08873971,25.391,0,0.095973294
28,1.490783,50.1606102,25.391,0,0.10824475
29,1.5727395,52.57414413,25.391,0,0.119690203
30,1.657657,55.07769623,25.391,0,0.132160002
31,1.740454,57.98398208,25.391,0,0.14608317
32,1.825376,60.33796772,25.391,0,0.159430942
33,1.9086415,63.18140483,25.391,0,0.1745594
34,1.990575,66.10439578,25.391,0,0.19047522
35,2.0742655,68.58372788,25.391,0,0.205927824
36,2.160678,70.73238077,25.391,0,0.221226896
37,2.2423215,73.1386797,25.391,0,0.237396655
38,2.3243185,75.61506937,25.391,0,0.254409657
39,2.408526,78.02867354,25.391,0,0.272041501
40,2.4944875,80.00604803,25.391,0,0.288890825
41,2.578457,78.46173071,25.391,0,0.292851448
42,2.6592955,79.27785125,25.391,0,0.305174378
43,2.7422595,81.10039186,25.391,0,0.321929742
44,2.8270445,82.03884592,25.391,0,0.335723534
45,2.9107375,81.10671352,25.391,0,0.341734987
46,2.9897475,81.58331217,25.391,0,0.353073761
47,3.072104,82.05119889,25.391,0,0.364880323
48,3.1550625,83.13823769,25.391,0,0.379698062
49,3.24102,84.39162984,25.491,0.1,0.394983376
50,3.329183,84.53446424,25.591,0.2,0.405452315
51,3.409918,82.70595317,25.691,0.3,0.405342397
52,3.493038,82.77905615,25.991,0.6,0.412665952
53,3.577019,84.09543662,25.991,0.6,0.429307558
54,3.6636375,84.68811571,26.191,0.8,0.440734933
55,3.7484435,84.60728626,26.391,1,0.448413171
56,3.828797,84.97679318,26.691,1.3,0.45684149
57,3.912764,83.57916182,26.991,1.6,0.456024915
58,3.9954525,84.09508542,27.091,1.7,0.467465341
59,4.0826835,83.43254701,27.391,2,0.470679621
60,4.1649505,81.90065082,27.691,2.3,0.468158467
61,4.248728,82.61923653,27.691,2.3,0.481765606
62,4.3302575,83.3328367,28.191,2.8,0.489728601
63,4.414329,83.23921277,28.191,2.8,0.498675742
64,4.5016645,84.16334179,28.391,3,0.511904354
65,4.5821815,85.01345513,28.491,3.1,0.525157379
66,4.6662485,84.90361996,28.591,3.2,0.532920601
67,4.7495715,84.23138744,28.891,3.5,0.534596712
68,4.8331265,84.73361411,29.091,3.7,0.544852045
69,4.9174485,85.28380346,29.391,4,0.554321611
70,5.0004735,85.4887833,29.691,4.3,0.561377336
71,5.0825835,85.24434337,29.691,4.3,0.568963886
72,5.1666955,86.00077343,29.991,4.6,0.579758622
73,5.250274,86.60130389,30.391,5,0.588206044
