15FM,,18FM,,13FM,,20FM,,12FF,,22FM,,14FF,,19FM,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
2.7550521326147672,997.7775644629725,3.2921849073680454,928.5136376726136,3.8697073168501936,1040.6227573376484,2.6688059094295813,199.4359347073855,3.0088723722282404,574.1563018526392,3.451073963861424,904.8521499846872,2.6370463822570835,818.0665450772277,2.8522505473810273,401.20858074041575
2.7684361129776156,1011.3425576749906,3.3354451499069797,931.9217987923336,3.947158875343399,1033.875914777688,2.616202478413303,173.98991630441242,3.0164054322138876,540.2611887424636,3.5326760189972073,893.0223203470329,2.693855162294475,840.1245148992775,2.8729481782153776,374.09870685517603
2.7943812880252685,1013.0484666474686,3.3956913456659765,926.8625810786722,4.002815755431528,1020.3401761675559,2.5505990336839313,146.84347416681544,3.019568586042812,504.6693087228996,3.570798422079911,871.0045756025763,2.7506090899533295,860.4875462245566,2.928111386896681,345.30852177410884
2.8243124025798902,1004.5865730519408,3.4386224739336924,920.1011112177687,4.053938172227326,1000.0228551577236,2.4549547696428653,124.76904863120467,3.01006084042986,477.5466359493348,3.6004552747418512,854.0679895231958,2.802938259076926,877.4588721436768,2.992014407891429,319.9118705118185
2.8586682756697703,999.5163848625721,3.480895373658974,893.0003793956183,4.079334823489617,984.7793791624957,2.3852556806494523,104.40053206807193,3.0218541018151566,441.9584127550065,3.638577677824555,832.0502447787394,2.855541690093203,902.9048905466498,3.042643153280401,284.34010303105117
2.8888736521170735,999.5291837508971,3.4976070649863558,876.0583080783842,4.117457226572322,962.7616344180392,2.2893920070942406,75.54635254537902,3.0165517052233177,411.44769140051847,3.6721107652363902,801.5559791378121,2.925405336222225,928.3582226000942,3.045696602352253,245.3583460179459
2.91520279381448,1013.099662200769,3.5142639039352015,857.4212982643794,4.167976267204221,923.7999899437307,2.2110079581659194,53.47924066023984,3.0111396038744065,377.54709305248923,3.680137496628865,782.9153124985717,3.008323848442878,957.2069168849335,3.0488597561811774,209.76646599838205
2.9371620293551643,1024.9733737412523,3.5265508367273246,837.0875215409862,4.2012899451019114,886.5259703157212,2.1286928221091657,43.27486983987683,3.0275770333091065,352.13032925140226,3.696300664170883,749.0238562136318,3.052242319524247,980.9543399659003,3.0349821044115024,180.94702631542873
2.959121264895849,1036.8470852817356,3.5387280647623753,813.363867824052,4.234877884892284,857.7266431715647,2.0423368941669064,41.543363090748926,3.039260589937331,313.1522290635329,3.6826424219153533,726.984170517761,3.1565715435002217,1004.7273608235172,3.033885056840777,147.0482563800174
2.9853955542147195,1048.7226252348369,3.555110641818539,786.2521655261944,4.263986213768861,823.8406721244785,1.947296006289739,38.113261019614356,3.042478596144792,279.25528754073946,3.685860428122815,693.0872289949674,3.2303662767576755,1018.3179518121856,2.967458826433361,94.47773679086163
3.0160397496903126,1062.2949320973266,3.5542878561404954,760.8280880746358,4.297574153559234,795.0413449803218,1.891035750037711,33.00467616527021,3.0543815622871615,247.05694133995235,3.675749306345963,647.3202327569264,3.299626546722799,1025.1269604011538,2.9405811609505914,63.9578733732842
3.0502859180231203,1053.8348669144168,3.5660262651472556,723.5449263835371,4.3223125762790895,759.4586070238472,,,3.0401199438677327,206.3729321796052,3.6745425540181658,610.0315858279739,3.355612541082146,1021.7608527716452,2.8968272470048317,45.29526578262926
3.075792274042483,1041.98126791273,3.560778720933954,694.7291435258196,4.34257138808515,718.789225164443,,,3.039297158189689,180.94885472804663,3.6690207479121812,572.7411104864036,3.428858750554237,1018.4020587926079,2.831498064168141,26.62351612888483
3.088243763970215,1026.7323066796484,3.5728462442119313,667.6156128153441,4.341309783378816,679.80563973872,,,3.020555928856465,135.17820166476963,3.655197948521043,545.616609300221,3.4628306569943637,1001.4673011258452,2.7402785586623333,7.940795999433249
3.096215642984152,1006.3967015436374,3.5630642367062975,632.0182475579265,4.340541850079308,656.076500783932,,,3.006897686600935,113.1385159688989,3.636785833459036,510.0155872175675,3.509802577147585,986.2329671937067,,
3.104297226755162,989.4509734011676,3.5536113434718817,606.5905132811323,4.335020043973324,618.7860254423617,,,2.9628695107624936,86.00121589439118,3.6187028326682484,484.58419611553745,3.573760450520869,962.5312544281869,,
3.1143169279011196,965.7264054779243,3.5484186516371143,579.4696689201853,4.329388533110267,578.1056731072503,,,2.9318413486371466,60.56433955450734,3.6002907176062426,448.9831740328841,3.598827987511942,937.1181474523357,,
3.124364055236345,942.8493068030664,3.538472086995873,538.787488172456,4.3278526665112516,530.6473951976743,,,2.875142273356828,41.89624672599871,3.573467904502009,420.1582491120772,3.6283202830382737,915.0967458826435,,
3.14088376323885,919.9749507471352,3.5289094890043837,509.96987690212063,4.317576987598792,479.79558346932174,,,2.8185529028335825,26.618030891031367,3.5465902390192396,389.6383856944998,3.6449771219871194,896.4597360686387,,
3.1490201993883957,904.7241611014358,3.5190726291202137,472.6775731479323,4.312110033871344,444.20004662452186,,,2.744538760061983,6.247685915280499,3.524082479693193,360.8152891863108,3.669934954221119,867.6567520992464,,
3.148252266088888,880.9950221466479,3.4876605003451133,435.37612733065487,4.302218321608638,405.21280437356313,,,,,3.4799994514762145,331.9830506150324,3.690851994569614,847.326632201089,,
3.1474294804108442,855.5709446950895,3.460727982483807,403.1613254163068,4.30953197208014,364.53793727630523,,,,,3.457765954042849,311.6346465906962,3.720070028203265,816.8305381475438,,
3.1466615471113366,831.8418057403015,3.429370706087243,367.55481809579976,4.312585421151992,325.5561802632002,,,,,3.4355324566094825,291.2862425663601,3.732137551481243,789.7170074370684,,
3.145948466190365,809.8076052822842,3.393917785426637,338.7262363497572,4.307063615046007,288.2657049216298,,,,,3.3829838779717414,267.53516266015765,3.74436963189483,767.6882922169048,,
3.140536364841454,775.9070069342549,3.358464864766032,309.8976546037145,4.280131097184702,256.0509030072817,,,,,3.339010554511836,242.09280108242024,3.75184783950194,732.0982406099586,,
3.144083485320132,752.1796963920849,3.327601259776294,289.5455937541425,4.244349062252879,217.0526902806157,,,,,3.295146935809004,220.04031649822423,3.75097020144536,704.9792246616296,,
3.143205847263552,725.0606804437558,3.2878881377160383,262.41012209225266,4.187430577458415,191.60484346502494,,,,,3.2427080619283353,199.67911358556307,3.7459969191247384,684.6381342877648,,
3.1423282092069718,697.9416644954268,3.2265997467648524,235.26550836727347,4.112867910901453,154.2851135215683,,,,,3.2033240541392973,182.71327290429622,3.7407493749114367,655.8223514300473,,
3.1414505711503913,670.8226485470977,3.2045856588456316,221.69685833001927,4.030113955816409,130.5212347270408,,,,,3.124994857589512,162.3410995159279,3.7398168844763204,627.0083969849477,,
3.13985985217284,621.6694321407513,3.1432424155159095,192.85730610826954,3.9516202021310147,105.06424584836077,,,,,3.07261083608738,143.67483510003717,3.7392135083124214,608.3640735204715,,
3.130077844667206,586.0720668833337,3.095283152549036,177.582747098538,3.8733458579597655,86.38701095676288,,,,,2.9597612093121057,123.28803441072569,3.7210208027645595,579.5428054249004,,
3.1334604080102757,557.2599408508519,3.0472690372036255,160.61324959203557,3.7864962586106805,69.40105773669961,,,,,2.907541744945582,109.70658548514666,3.715828110929793,552.4219610639534,,
3.123623548126105,519.9676370966638,2.9776796529672853,143.6346100224439,3.677961685613593,49.0160854600058,,,,,2.8381169178448498,97.81276140586647,3.7021698686742632,530.3822753680823,,
3.113896392999008,486.06521033601666,2.9211999872011116,131.74627118101762,3.5739067235302993,33.71775708624159,,,,,2.7600071308092096,84.22034200458029,3.6971965863536425,510.0411849942178,,
3.0998541840937244,452.16095516275175,2.8603504152782158,118.1611654302028,3.4742216676037283,20.116195621865927,,,,,2.6864318070659006,77.40950500299414,3.679113585562854,484.60979389218767,,
3.0988119889015353,419.95712372411094,2.7865008296422253,102.87563594476364,3.4092215990382546,11.61407694874515,,,,,2.6083768724087966,65.51202409847838,3.6695509875713657,455.79218262185236,,
3.0765784914681698,399.60871969977484,2.734555627168383,97.76887950303762,3.322591409203315,1.4078777157642435,,,,,2.547637005242973,55.31679534120485,3.660152946715485,432.05938684182865,,
3.0624814301843495,364.00952602973916,2.669391001467301,84.18194533960491,,,,,,,2.482856346191645,53.59443065516598,3.6465495568384916,411.71463964272834,,
3.031014449030713,325.01314171569106,2.595760825345456,75.67616984124834,,,,,,,2.435226197495989,48.48950262605763,3.637096663604076,386.286905365934,,
3.0042464883050157,297.8831552916548,2.4960209170403482,60.37966988010203,,,,,,,2.383171290265074,39.992869190790316,3.6191233675703596,364.24539125744514,,
2.977478527579319,270.75316886761846,2.3922950692282727,55.250972486961246,,,,,,,2.3224862754777873,31.492578930287436,3.605519977693366,343.9006440583447,,
2.941970754540177,240.22964862480512,2.3013498256151466,45.04294484136244,,,,,,,2.2490755088700864,29.76655741901277,3.587382124524042,316.77431445954414,,
2.9064629815010354,209.70612838199213,2.2191992466940014,39.92338951131114,,,,,,,2.1798700912835,24.652487326815162,3.56083357331249,296.42408202259014,,
2.849160530056818,172.3937120890073,2.1456787753292286,34.80749100649541,,,,,,,2.106349619918727,19.53658882199943,3.5340656125867924,269.2940955985538,,
2.8008173004401904,145.25458360188145,2.0851034652990137,29.697077739533597,,,,,,,2.050144216045235,16.122942464425932,3.4944621952836097,245.5485009302049,,
2.7612138831370077,121.50898893353269,2.002952886377869,24.57752240948207,,,,,,,,,3.4722835502287803,226.89503540263945,,
2.7128706535203797,94.36986044640707,1.9035969447225156,21.14559192573006,,,,,,,,,3.415200508298707,196.36237309673697,,
2.6692264443316924,79.0971298492932,1.7783506803980451,17.70269096627044,,,,,,,,,3.375542238616988,170.92183993161757,,
2.6341574903208405,62.133117580644466,1.6789947387426918,14.270760482518199,,,,,,,,,3.2745955779840834,118.33669304151886,,
2.5818283211972446,45.161791661524376,1.5581183805749443,12.524626432447121,,,,,,,,,3.1303338224337085,60.64844653492969,,
2.5338690582303705,29.8872326517926,1.4371871700286607,9.083553885605397,,,,,,,,,3.0780046533101126,43.67712061580937,,
2.4859646476420334,16.307612138831473,1.311886053325654,3.945714429375357,,,,,,,,,3.0256754841865163,26.70579469668928,,
2.4510602507667905,4.428415360494455,1.2255849777619314,3.9091461770176466,,,,,,,,,2.99508614108946,14.82842633097016,,
,,1.1435989559763953,3.87440633727806,,,,,,,,,,,,
,,1.1048183243512564,5.552889120487862,,,,,,,,,,,,
,,1.035722611521742,3.8286960218313197,,,,,,,,,,,,
,,0.9796817647838588,5.499865154569534,,,,,,,,,,,,
