Time,Disp,Force,CrackLen,CrackExt,G_I
21,0,0,33.005,0,0
22,0.0847535,5.689307014,33.005,0,0.000740287
23,0.169256,7.5272277,33.005,0,0.00195597
24,0.255309,10.08401651,33.005,0,0.003952599
25,0.3409065,12.57240331,33.005,0,0.006580164
26,0.422634,14.83271719,33.005,0,0.00962428
27,0.519401,16.22978265,33.005,0,0.012941917
28,0.60706,19.14568717,33.005,0,0.017843732
29,0.6911305,21.48794482,33.005,0,0.022800168
30,0.7791095,23.83455843,33.005,0,0.028509442
31,0.858466,26.59428131,33.005,0,0.035050521
32,0.9461805,28.87221841,33.005,0,0.041940853
33,1.0324155,31.37037068,33.005,0,0.049722995
34,1.1127685,34.215766,33.005,0,0.058453996
35,1.196601,36.63421795,33.005,0,0.067300672
36,1.2809085,39.32772417,33.005,0,0.077339264
37,1.367552,41.91337345,33.005,0,0.087999373
38,1.4473815,44.74486568,33.005,0,0.099428146
39,1.532139,47.30193573,33.005,0,0.111265416
40,1.6200435,50.29487187,33.005,0,0.125093141
41,1.6978755,52.57906167,32.84001099,-0.16498901,0.137630076
42,1.7830915,55.06000769,32.74573155,-0.25926845,0.151720113
43,1.8668275,57.8240891,32.79287127,-0.21212873,0.166619815
44,1.9518595,60.2011759,32.8871507,-0.1178493,0.180938024
45,2.035544,62.89503513,33.005,0,0.196553134
46,2.114416,65.60469471,32.98143014,-0.02356986,0.213091831
47,2.200916,68.36435054,33.05213971,0.04713971,0.230727877
48,2.285012,70.80471258,33.47639717,0.47139717,0.245470395
49,2.368285,73.40355981,33.40568759,0.40068759,0.264220126
50,2.453711,75.54189615,33.47639717,0.47139717,0.28122878
51,2.538132,77.79840448,33.47639717,0.47139717,0.299594176
52,2.6248965,79.18782874,33.40568759,0.40068759,0.315926043
53,2.7071935,79.94144722,33.45282731,0.44782731,0.328545159
54,2.7954745,81.25432611,33.5706766,0.5656766,0.343819746
55,2.880858,82.50932487,33.78280533,0.77780533,0.357905277
56,2.963602,83.40698185,33.6885259,0.6835259,0.37306098
57,3.0493205,84.5579875,33.71209575,0.70709575,0.388921049
58,3.132182,84.33068143,33.78280533,0.77780533,0.39771852
59,3.2182435,85.19631284,33.80637519,0.80137519,0.412600457
60,3.302061,85.00207308,34.74916953,1.74416953,0.412757845
61,3.3864105,86.37498853,34.81987911,1.81487911,0.42940476
62,3.472627,85.91454555,34.84344897,1.83844897,0.43774098
63,3.558393,86.96484567,35.12628727,2.12128727,0.450960361
64,3.6422095,87.91138044,35.2205667,2.2155667,0.465555338
65,3.7280965,89.15479844,35.6212543,2.6162543,0.478690715
66,3.811789,90.03720976,35.71553373,2.71053373,0.493180659
67,3.8968855,88.19485794,36.13979119,3.13479119,0.488975008
68,3.9823405,89.63378205,36.37548977,3.37048977,0.505067193
69,4.067043,89.94550019,36.25764048,3.25264048,0.519025823
70,4.1542235,87.98047872,37.71897171,4.71397171,0.501482653
71,4.2380495,88.38109549,37.671832,4.666832,0.514478225
72,4.3219785,88.28826533,37.90753058,4.90253058,0.521342091
73,4.4078965,88.94173853,38.35535789,5.35035789,0.530309332
74,4.488522,89.00472419,38.87389478,5.86889478,0.534233868
75,4.57474,89.33414991,39.06245365,6.05745365,0.544255793
76,4.6600275,89.60584016,39.25101252,6.24601252,0.553803201
77,4.743242,90.54069872,39.25101252,6.24601252,0.56957352
78,4.828402,91.06371928,39.36886181,6.36386181,0.58165492
79,4.913377,91.13155292,39.43957139,6.43457139,0.591423246
80,4.993878,91.02487946,39.65170012,6.64670012,0.597657658
81,5.080172,90.63691641,40.19380686,7.18880686,0.598384992
82,5.1650775,90.98007181,40.170237,7.165237,0.610996798
83,5.249179,91.88110116,40.47664517,7.47164517,0.623016194
84,5.33456,92.11255275,40.75948347,7.75448347,0.63095654
85,5.4211395,91.30261186,40.94804234,7.94304234,0.63304015
86,5.5034845,91.74859642,40.99518205,7.99018205,0.645155758
87,5.5895605,92.27855411,41.04232177,8.03732177,0.658379347
88,5.6730265,92.45545093,41.23088064,8.22588064,0.666853982
89,5.7582675,92.37643897,41.91440654,8.90940654,0.666773147
90,5.8417135,92.19233221,42.503653,9.498653,0.666991603
91,5.92646,92.7771953,42.66864201,9.66364201,0.678681545
92,6.0090105,92.64995891,42.69221187,9.68721187,0.686862891
93,6.095571,92.99595034,42.73935159,9.73435159,0.698691438
94,6.178875,93.0352747,43.63500621,10.63000621,0.695914529
95,6.2645505,93.03541521,43.91784452,10.91284452,0.701617186
96,6.3477775,93.25505489,44.1535431,11.1485431,0.709309489
97,6.43204,93.9915474,44.22425268,11.21925268,0.7233941
98,6.5161295,93.84049883,44.20068282,11.19568282,0.732012959
99,6.6013865,93.04293277,44.31853211,11.31353211,0.73358695
100,6.684899,93.02206628,44.34210197,11.33710197,0.742357353
101,6.7702035,93.00079982,44.50709098,11.50209098,0.749233425
102,6.85467,92.56891684,44.71921971,11.71421971,0.751939122
103,6.9398125,90.36745529,45.70915377,12.70415377,0.729118419
104,7.0240785,89.73813509,45.96842221,12.96342221,0.72922022
105,7.1090855,89.38729332,45.94485236,12.93985236,0.735489507
106,7.1926835,89.43835784,45.9212825,12.9162825,0.744897406
107,7.27833,89.352129,47.5711726,14.5661726,0.730118349
108,7.361315,88.90628613,47.64188217,14.63688217,0.733800997
109,7.4469815,87.38273928,47.71259175,14.70759175,0.728670024
110,7.5301925,86.90523397,48.56110666,15.55610666,0.721519992
111,7.6118335,85.41561008,49.24463256,16.23963256,0.708071991
112,7.6995255,86.00077343,49.45676128,16.45176128,0.718408658
113,7.784311,86.59387587,49.503901,16.498901,0.730714528
114,7.8670505,87.2932204,49.45676128,16.45176128,0.745071057
115,7.9497605,87.47165019,49.503901,16.498901,0.753809748
116,8.0362205,87.49599442,50.16385704,17.15885704,0.753363131
117,8.118213,85.4887833,51.01237195,18.00737195,0.732644969
118,8.2070695,84.98508357,50.98880209,17.98380209,0.736601207
119,8.288908,85.16287025,50.98880209,17.98380209,0.745502696
120,8.3726335,85.60140613,50.98880209,17.98380209,0.756910602
121,8.458968,85.49728446,51.05951167,18.05451167,0.762849182
122,8.5432345,85.54481368,51.10665138,18.10165138,0.770247454
123,8.6252945,85.06724975,51.36591983,18.36091983,0.769847623
124,8.7112385,84.748784,51.55593395,18.55093395,0.772078194
125,8.7951915,84.82169125,52.12285791,19.11785791,0.772661421
126,8.878577,84.5934446,52.56379877,19.55879877,0.772093548
127,8.9631315,83.35875401,53.00473963,19.99973963,0.762391027
128,9.0466875,83.18555371,53.00473963,19.99973963,0.76789934
129,9.131839,83.13928913,52.94174808,19.93674808,0.775515212
130,9.2154735,83.23065905,53.44568049,20.44068049,0.776905992
131,9.2973675,82.12437211,54.03360164,21.02860164,0.765896579
132,9.383046,81.90485245,54.07559601,21.07059601,0.770355197
133,9.469249,81.75872842,54.18058193,21.17558193,0.774705762
134,9.553453,81.22060901,54.55853123,21.55353123,0.771654538
135,9.6361495,81.2467383,54.7265087,21.7215087,0.776453008
136,9.719937,80.97947256,54.87348899,21.86848899,0.778762466
137,9.8046675,81.2467383,55.31442985,22.30942985,0.782533562
138,9.890291,81.26612938,55.50340451,22.49840451,0.787154434
139,9.9741165,81.41723624,55.54539887,22.54039887,0.794764883
140,10.059847,81.17791582,55.50340451,22.49840451,0.799780062
141,10.14299,81.02721864,55.60839043,22.60339043,0.803535449
142,10.226576,80.82784421,56.11232284,23.10732284,0.80167286
143,10.31176,81.22664465,56.07032847,23.06532847,0.812882955
144,10.3953095,80.40180937,56.46927496,23.46427496,0.806019316
145,10.4797055,80.19219603,56.53226651,23.52726651,0.809636463
146,10.561635,80.43202011,56.59525807,23.59025807,0.817591011
147,10.6482375,79.98261408,56.82622709,23.82122709,0.816705899
148,10.727663,80.3167275,57.68711162,24.68211162,0.815175866
149,10.8165965,80.02417514,57.66611444,24.66111444,0.81920732
150,10.897363,79.60601086,58.1070553,25.1020553,0.815419527
151,10.981898,79.4808618,58.14904967,25.14404967,0.819921311
152,11.0678355,79.58577979,58.42201306,25.41701306,0.823956409
153,11.15211,79.54295536,58.90494829,25.89994829,0.823668898
