Time,Disp,Force,CrackLen,CrackExt,G_I
1.8,0,0,41.2488861,0,0
2,6.16E-05,-0.102442507,41.2488861,0,-8.62E-09
2.2,-7.53E-05,-0.204796049,41.2488861,0,2.11E-08
2.4,-0.000216613,0.190161405,41.2488861,0,-5.63E-08
2.6,0.000209094,-0.146301956,41.2488861,0,-4.18E-08
2.8,-0.0001462,-0.058494093,41.2488861,0,1.17E-08
3,0.000874504,0.190161405,41.2488861,0,2.27E-07
3.2,-1.82E-06,0.073128737,41.2488861,0,-1.82E-10
3.4,-0.00019114,0.292559429,41.2488861,0,-7.64E-08
3.6,0.000265719,0.219430693,41.2488861,0,7.96E-08
3.8,8.42E-05,0.219430693,41.2488861,0,2.52E-08
4,-0.000707817,0.204796049,41.2488861,0,-1.98E-07
4.2,-0.000185509,0.24869998,41.2488861,0,-6.30E-08
4.4,0.000212707,0.38032281,41.2488861,0,1.10E-07
4.6,0.001029997,0.424226741,41.2488861,0,5.97E-07
4.8,0.000942758,0.585118859,41.2488861,0,7.53E-07
5,0.000765766,0.497310996,41.2488861,0,5.20E-07
5.2,-8.85E-05,0.614299182,41.2488861,0,-7.43E-08
5.4,0.000246401,0.555849571,41.2488861,0,1.87E-07
5.6,0.000435571,0.541214927,41.2488861,0,3.22E-07
5.8,1.44E-05,0.511990122,41.2488861,0,1.01E-08
6,0.000384585,0.614343664,41.2488861,0,3.23E-07
6.2,0.00027589,0.555849571,41.2488861,0,2.09E-07
6.4,0.000334365,0.731376332,41.2488861,0,3.34E-07
6.6,0.003042251,0.643612952,41.2488861,0,2.67E-06
6.8,0.002264614,0.746010976,41.2488861,0,2.31E-06
7,0.004462099,0.833774357,41.2488861,0,5.08E-06
7.2,0.005444869,0.936216863,41.2488861,0,6.96E-06
7.4,0.003493668,1.082474337,41.2488861,0,5.17E-06
7.6,0.012602922,0.994755439,41.2488861,0,1.71E-05
7.8,0.012916666,0.936172381,41.2488861,0,1.65E-05
8,0.009349368,1.316539673,41.2488861,0,1.68E-05
8.2,0.011548088,1.082518819,41.2488861,0,1.71E-05
8.4,0.016771881,1.287270386,41.2488861,0,2.95E-05
