Time,Disp,Force,CrackLen,CrackExt,G_I
30.3,1.096559101,26.11074002,41.52706812,0,0.03710343
30.4,1.107528017,26.21304908,41.52706812,0,0.037621412
30.5,1.112159586,26.52024316,41.52706812,0,0.038221475
30.6,1.125308706,26.59346086,41.52706812,0,0.03878014
30.7,1.131848524,26.81284707,41.52706812,0,0.039327295
30.8,1.137030406,27.13458682,41.52706812,0,0.039981412
30.9,1.150927318,27.20771556,41.52706812,0,0.040579137
31,1.155205727,27.48572931,41.52706812,0,0.041146171
31.1,1.162213345,27.60271749,41.52706812,0,0.041571963
31.2,1.175110037,27.69048088,41.52706812,0,0.042166919
31.3,1.178862648,28.07080369,41.52706812,0,0.042882578
31.4,1.188511742,28.24633045,41.52706812,0,0.043503915
31.5,1.198888143,28.33409383,41.52706812,0,0.04402008
31.6,1.202578037,28.67055719,41.52706812,0,0.044679904
31.7,1.214755692,28.78758986,41.52706812,0,0.045316575
31.8,1.223027296,29.08014929,41.52706812,0,0.046088823
31.9,1.22766304,29.2410414,41.52706812,0,0.04651948
32,1.242183695,29.44579297,41.52706812,0,0.047399298
32.1,1.246888713,29.53360083,41.52706812,0,0.047720713
32.2,1.254419969,29.69453743,41.52706812,0,0.048270562
32.3,1.26662964,29.97241774,41.52706812,0,0.049196505
32.4,1.270578061,30.19184843,41.52706812,0,0.049711159
32.5,1.28185204,30.39659999,41.52706812,0,0.050492368
32.6,1.290765229,30.55753659,41.52706812,0,0.051112654
32.7,1.295327667,30.82078225,41.52706812,0,0.0517352
32.8,1.309661944,31.01103262,41.52706812,0,0.052630593
32.9,1.314746646,31.2597326,41.52706812,0,0.053258651
33,1.325972837,31.56688219,41.52706812,0,0.054241182
33.1,1.335392912,31.66928022,41.52706812,0,0.054803727
33.2,1.340379834,31.91789123,41.52706812,0,0.055440215
33.3,1.35336764,32.1081416,41.52706812,0,0.056311071
33.4,1.358867214,32.2835794,41.52706812,0,0.05684883
33.5,1.365664911,32.4152912,41.52706812,0,0.057366309
33.6,1.378709914,32.66399118,41.52706812,0,0.058358615
33.7,1.383118503,32.92723683,41.52706812,0,0.059017052
33.8,1.394691245,33.11744272,41.52706812,0,0.059854623
33.9,1.403696497,33.24906555,41.52706812,0,0.060480517
34,1.408994324,33.64397852,41.52706812,0,0.061429845
34.1,1.423023649,33.71719622,41.52706812,0,0.062176519
34.2,1.427879256,33.80495961,41.52706812,0,0.062551069
34.3,1.436584141,34.06824975,41.52706812,0,0.063422553
34.4,1.447997185,34.41925879,41.52706812,0,0.064585059
34.5,1.451648781,34.68259341,41.52706812,0,0.065243305
34.6,1.464316599,34.93129339,41.52706812,0,0.066284576
34.7,1.472083829,35.15063512,41.52706812,0,0.067054596
34.8,1.477056345,35.35547565,41.52706812,0,0.067673179
34.9,1.49147,35.63335595,41.52706812,0,0.068870634
35,1.496026524,35.9113697,41.52706812,0,0.069620012
35.1,1.505687458,36.17461536,41.52706812,0,0.070583239
35.2,1.516443733,36.2185193,41.52706812,0,0.071173746
35.3,1.520844849,36.61343227,41.52706812,0,0.072158614
35.4,1.53464015,36.70119565,41.52706812,0,0.072987687
35.5,1.540147915,37.11083223,41.52706812,0,0.074067205
35.6,1.546685282,37.38875701,41.52706812,0,0.074938641
35.7,1.560045843,37.59350858,41.52706812,0,0.075999905
35.8,1.564002849,37.59355306,41.52706812,0,0.076192767
35.9,1.573901836,37.82752943,41.52706812,0,0.077152224
36,1.583942708,38.13481247,41.52706812,0,0.078275151
36.1,1.587869806,38.47118687,41.52706812,0,0.079161371
36.2,1.599725786,38.60285418,41.52706812,0,0.080025389
36.3,1.60837773,38.85159864,41.52706812,0,0.080976644
36.4,1.613340433,39.14411359,41.52706812,0,0.081838057
36.5,1.627446131,39.37813444,41.52706812,0,0.083047123
36.6,1.632744022,39.56825137,41.52706812,0,0.083719725
36.7,1.64185082,39.80236118,41.52706812,0,0.08468478
36.8,1.651519059,40.03638204,41.52706812,0,0.085684299
36.9,1.656007595,40.29967218,41.52706812,0,0.086482188
37,1.669205956,40.47524342,41.52706812,0,0.087551225
37.1,1.676115783,40.79702766,41.52706812,0,0.088612578
37.2,1.681951639,41.08963157,41.52706812,0,0.089558865
37.3,1.696107581,41.26506937,41.52706812,0,0.090698229
37.4,1.700007209,41.57230792,41.52706812,0,0.091583604
37.5,1.708297018,41.90877128,41.52706812,0,0.092775038
37.6,1.72002882,42.09893269,41.52706812,0,0.093836033
37.7,1.723568714,42.14274766,41.52706812,0,0.094127014
37.8,1.736002201,42.46457637,41.52706812,0,0.095530027
37.9,1.743906731,42.62551297,41.52706812,0,0.096328701
38,1.748602376,42.88880311,41.52706812,0,0.097184683
38.1,1.762737583,43.09364364,41.52706812,0,0.098438211
38.2,1.767799562,43.40083772,41.52706812,0,0.099424626
38.3,1.77659977,43.62022393,41.52706812,0,0.100424649
38.4,1.787640093,43.91278336,41.52706812,0,0.101726449
38.5,1.791458934,44.04440619,41.52706812,0,0.102249324
38.6,1.804981988,44.39550419,41.52706812,0,0.103842395
38.7,1.812356309,44.62952505,41.52706812,0,0.104816265
38.8,1.818318244,45.00984786,41.52706812,0,0.106057228
38.9,1.832829973,45.14147069,41.52706812,0,0.107216275
39,1.837475636,45.39021515,41.52706812,0,0.10808033
39.1,1.851132462,45.58033207,41.52706812,0,0.109339684
39.2,1.858040565,46.01923794,41.52706812,0,0.110804512
39.3,1.864618973,46.07773203,41.52706812,0,0.111338156
39.4,1.878122604,46.50191429,41.52706812,0,0.11317685
39.5,1.882270148,46.66276193,41.52706812,0,0.113819121
39.6,1.892367493,46.75052531,41.52706812,0,0.114644917
39.7,1.902664035,47.08703315,41.52706812,0,0.116098409
39.8,1.90663604,47.42345203,41.52706812,0,0.117171987
39.9,1.919991299,47.7306461,41.52706812,0,0.118757051
40,1.925964512,47.97934608,41.52706812,0,0.119747219
40.1,1.931026327,47.92076302,41.52706812,0,0.119915342
40.2,1.944983163,48.28649567,41.52706812,0,0.121703864
40.3,1.949426605,48.66686297,41.52706812,0,0.122942792
40.4,1.957588945,48.72531258,41.52706812,0,0.123605834
40.5,1.969129598,48.88624918,41.52706812,0,0.124745201
40.6,1.97336089,49.28120663,41.52706812,0,0.126023252
40.7,1.98633522,49.47132355,41.52706812,0,0.12734119
40.8,1.993347573,49.88096013,41.52706812,0,0.128848886
40.9,1.998578622,49.9979928,41.52706812,0,0.129490122
41,2.012002955,50.14420579,41.52706812,0,0.13074112
41.1,2.01742013,50.29055223,41.52706812,0,0.131475728
41.2,2.024261515,50.61229198,41.52706812,0,0.132765567
41.3,2.036953399,51.03651872,41.52706812,0,0.134717795
41.4,2.041057991,51.13891675,41.52706812,0,0.135260099
41.5,2.051997295,51.43147618,41.52706812,0,0.136762996
41.6,2.061332415,51.5046494,41.52706812,0,0.137580632
41.7,2.065547357,51.92878717,41.52706812,0,0.138997237
41.8,2.079983958,52.03122968,41.52706812,0,0.140244845
41.9,2.085319322,52.27992966,41.52706812,0,0.141276652
42,2.090754208,52.67479815,41.52706812,0,0.142714694
42.1,2.10466431,52.76260601,41.52706812,0,0.143903682
42.2,2.108641305,53.0697556,41.52706812,0,0.1450149
42.3,2.117128793,53.30382094,41.52706812,0,0.146240765
42.4,2.128721035,53.52325163,41.52706812,0,0.147646811
42.5,2.132648356,53.66955359,41.52706812,0,0.148323535
42.6,2.147061594,54.09378033,41.52706812,0,0.150506296
42.7,2.152833884,54.15227442,41.52706812,0,0.151074113
42.8,2.157828821,54.23999332,41.52706812,0,0.151669917
42.9,2.17172592,54.59113581,41.52706812,0,0.153634933
43,2.176240752,54.7373488,41.52706812,0,0.154366667
43.1,2.182163536,55.10308145,41.52706812,0,0.155821009
43.2,2.194478294,55.24933892,41.52706812,0,0.157116287
43.3,2.198768385,55.52730819,41.52706812,0,0.158215466
43.4,2.207847118,55.67352118,41.52706812,0,0.159287068
43.5,2.218923646,55.92222116,41.52706812,0,0.160801317
43.6,2.223071691,56.2440054,41.52706812,0,0.162028921
43.7,2.2363987,56.50734002,41.52706812,0,0.16376343
43.8,2.243529527,56.79994393,41.52706812,0,0.165136292
43.9,2.249398968,56.88770731,41.52706812,0,0.16582414
44,2.263219758,57.23871635,41.52706812,0,0.167872455
44.1,2.267936328,57.47278169,41.52706812,0,0.168910212
44.2,2.280721796,57.86773914,41.52706812,0,0.171029749
44.3,2.287716819,58.05790055,41.52706812,0,0.172118052
44.4,2.292693017,58.32119069,41.52706812,0,0.173274686
44.5,2.306560703,58.52598674,41.52706812,0,0.174934901
44.6,2.311726441,58.64301941,41.52706812,0,0.175677278
44.7,2.318019209,58.87704026,41.52706812,0,0.176858457
44.8,2.330918814,59.16959969,41.52706812,0,0.17872636
44.9,2.335105284,59.56455714,41.52706812,0,0.180242505
45,2.342227316,59.56455714,41.52706812,0,0.180792242
45.1,2.354073074,59.74003942,41.52706812,0,0.182241917
45.2,2.357901031,59.9887394,41.52706812,0,0.183298174
45.3,2.364984002,60.16431065,41.52706812,0,0.184386866
45.4,2.377260261,60.61771771,41.52706812,0,0.186740769
45.5,2.381551493,60.77869879,41.52706812,0,0.187574676
45.6,2.390318418,60.95427004,41.52706812,0,0.188809014
45.7,2.401230892,61.10048303,41.52706812,0,0.19012595
45.8,2.405222398,61.29064443,41.52706812,0,0.191034699
45.9,2.418408299,61.64169795,41.52706812,0,0.193182174
46,2.425000837,61.86112865,41.52706812,0,0.194398345
46.1,2.42960906,62.05129005,41.52706812,0,0.195366477
46.2,2.443020257,62.16832272,41.52706812,0,0.196815388
