Time,Disp,Force,CrackLen,CrackExt,G_I
16,0,0,37.64,0,0
17,0.0820135,2.917081281,37.64,0,0.000325483
18,0.169834,4.888000221,37.64,0,0.001129405
19,0.253021,6.426566272,37.64,0,0.002212226
20,0.3330445,8.767067483,37.64,0,0.003972377
21,0.4118475,10.66285464,37.64,0,0.00597453
22,0.4934695,12.64515498,37.64,0,0.008489426
23,0.5762965,14.76642429,37.64,0,0.01157751
24,0.652456,16.95391464,37.64,0,0.015049257
25,0.7375315,19.00348592,37.64,0,0.019068112
26,0.821141,20.77877138,37.64,0,0.023213009
27,0.9041715,23.11042569,37.64,0,0.028428412
28,0.987427,25.16660033,37.64,0,0.033808305
29,1.065883,27.06680902,37.64,0,0.03925007
30,1.152778,29.96978658,37.64,0,0.04700274
31,1.235957,31.6647381,37.64,0,0.053244298
32,1.3190225,34.43542618,37.64,0,0.06179474
33,1.402509,36.62944043,37.64,0,0.069892373
34,1.488498,38.83561362,37.64,0,0.078645209
35,1.57432,41.31753887,37.64,0,0.088495523
36,1.655747,43.87510072,37.64,0,0.098833903
37,1.7365745,46.43771322,37.64,0,0.109713
38,1.8244585,48.85412747,37.64,0,0.12126322
39,1.90759,51.70949915,37.64,0,0.134198979
40,1.9911275,54.42990611,37.64,0,0.147445153
41,2.0723095,57.26568469,37.64,0,0.161451811
42,2.1584495,60.33487641,37.64,0,0.177175703
43,2.2434125,62.75768411,37.64,0,0.191544589
44,2.326512,65.96374401,37.64,0,0.208787474
45,2.409377,68.80991217,37.64,0,0.22555352
46,2.492518,71.58262607,37.64,0,0.242739121
47,2.57582,74.21884123,37.64,0,0.260089922
48,2.6613105,76.8549745,37.64,0,0.278266788
49,2.744927,79.49834546,38.77760955,1.137609555,0.289517666
50,2.8365585,72.70000303,38.79065139,1.15065139,0.273519869
51,2.9170905,74.97463759,38.84281873,1.202818729,0.28975667
52,3.0022885,77.52032571,38.9080279,1.268027903,0.307908044
53,3.083048,80.30337857,39.01236258,1.372362582,0.326800804
54,3.167482,82.50139751,38.97323708,1.333237077,0.345233727
55,3.2527005,83.97212201,38.82977689,1.189776894,0.361969269
56,3.337086,85.19237842,39.66445432,2.024454325,0.370030136
57,3.4214125,86.50875887,39.66445432,2.024454325,0.385242748
58,3.513688,79.63759472,39.40361763,1.763617628,0.366252025
59,3.5980865,82.19754533,39.63837065,1.998370655,0.385160521
60,3.6807985,84.19339704,39.89920735,2.259207352,0.401341265
61,3.7639505,85.94045733,39.96441653,2.324416526,0.41834348
62,3.848458,87.03345236,42.07719377,4.437193772,0.414561171
63,3.9348215,86.16038508,42.03806827,4.398068267,0.419946605
64,4.0193525,87.1618984,42.0119846,4.371984598,0.434185019
65,4.1007735,88.69772846,42.02502643,4.385026432,0.450666211
66,4.1869975,89.71229441,42.27282129,4.632821295,0.463068999
67,4.2721745,87.31251688,42.22065396,4.580653955,0.460336871
68,4.353973,88.56072404,42.27282129,4.632821295,0.475354853
69,4.4388085,89.73567608,42.33803047,4.698030469,0.490398616
70,4.5229235,89.86733869,42.58582533,4.945825331,0.497928451
71,4.608344,90.03826363,42.92491304,5.284913037,0.50485107
72,4.6916285,91.12551078,43.39441909,5.754419092,0.515343583
73,4.775416,91.27192747,44.18997102,6.549971018,0.517238749
74,4.8580035,92.19682527,43.82479964,6.184799642,0.535328368
75,4.942212,92.35868282,44.02042716,6.380427164,0.543475581
76,5.0240715,92.95423264,43.99434349,6.354343495,0.556323772
77,5.1043995,93.97287331,45.70282386,8.06282386,0.552919876
78,5.1952995,90.14029603,45.67674019,8.03674019,0.540081428
79,5.2781445,91.13155292,45.63761469,7.997614686,0.555139171
80,5.361552,92.07687986,45.68978203,8.049782025,0.569198124
81,5.4479455,93.21314894,45.68978203,8.049782025,0.58550725
82,5.5299055,93.74205383,45.87236771,8.232367713,0.595627394
83,5.615353,94.9851908,45.93757689,8.297576887,0.612098115
84,5.7009365,94.92958197,45.97670239,8.336702392,0.62060536
85,5.78353,95.60743314,46.12016258,8.480162575,0.632382546
86,5.867817,95.50884368,46.69400331,9.054003309,0.634098415
87,5.951016,94.69827068,46.72008698,9.080086978,0.637322291
88,6.0363975,94.54567132,46.70704514,9.067045144,0.645580938
89,6.1173725,94.88618182,47.80255927,10.16255927,0.643492891
90,6.200928,95.13687681,47.85472661,10.21472661,0.653384583
91,6.284706,96.08122015,48.3372745,10.6972745,0.662962773
92,6.3699855,96.50696915,48.38944184,10.74944184,0.674301636
93,6.455163,96.07440516,48.44160918,10.80160918,0.679616354
94,6.536625,95.92126382,48.45465101,10.81465101,0.68693458
95,6.6253075,96.14070799,48.5981112,10.9581112,0.69604928
96,6.7028115,97.73565357,48.51986019,10.87986019,0.716881488
97,6.787599,98.00243605,48.75461322,11.11461322,0.724871192
98,6.872343,98.61518967,48.88503156,11.24503156,0.736789349
99,6.9566325,99.07190804,49.11978459,11.47978459,0.746150872
100,7.0415985,98.1419675,49.74579266,12.10579266,0.739933891
101,7.1261365,98.18655584,49.68058349,12.04058349,0.750017927
102,7.2105295,98.21491831,50.0979222,12.4579222,0.753579426
103,7.292516,98.64652068,51.19343633,13.55343633,0.751108152
104,7.3746115,98.661042,51.29777101,13.65777101,0.758318035
105,7.461967,98.88800895,51.24560367,13.60560367,0.769753567
106,7.5475615,99.08532723,51.23256184,13.59256184,0.780311251
107,7.6335675,97.0523316,51.37602202,13.73602202,0.771113659
108,7.7158385,96.54041173,51.55860771,13.91860771,0.772899352
109,7.803264,96.77509538,52.02811376,14.38811376,0.77733389
110,7.8829195,96.96391249,52.70628917,15.06628917,0.777877293
111,7.964724,97.58017622,52.88887486,15.24887486,0.788537002
112,8.048105,98.19920454,52.99320954,15.35320954,0.800454257
113,8.129478,98.66167432,53.04537688,15.40537688,0.811650633
114,8.215471,99.278921,52.99320954,15.35320954,0.826084419
115,8.300458,99.79982305,53.14971156,15.50971156,0.836829434
116,8.3832945,99.48284306,54.41476954,16.77476954,0.825166975
