Time,Disp,Force,CrackLen,CrackExt,G_I
1.8,0,0,39.66243939,0,0
2,-0.00024154,0.102442507,39.66243939,0,-3.51E-08
2.2,-8.21E-05,0.11707715,39.66243939,0,-1.36E-08
2.4,-9.90E-05,0.102442507,39.66243939,0,-1.44E-08
2.6,8.47E-05,0.146346438,39.66243939,0,1.76E-08
2.8,-3.46E-05,0.190205887,39.66243939,0,-9.33E-09
3,-2.77E-05,0.146301956,39.66243939,0,-5.73E-09
3.2,7.03E-05,0.175571243,39.66243939,0,1.75E-08
3.4,-0.000203874,0.087852345,39.66243939,0,-2.54E-08
3.6,-0.000140949,4.45E-05,39.66243939,0,-8.88E-12
3.8,-0.000247957,0.102442507,39.66243939,0,-3.60E-08
4,-0.000173799,0.102442507,39.66243939,0,-2.52E-08
4.2,-8.63E-05,0.146346438,39.66243939,0,-1.79E-08
4.4,-0.000194994,0.058583057,39.66243939,0,-1.62E-08
4.6,-0.000209254,-0.014590162,39.66243939,0,4.33E-09
4.8,-8.30E-05,0.277969268,39.66243939,0,-3.27E-08
5,0.000121788,0.102486989,39.66243939,0,1.77E-08
5.2,0.000126395,0.02931377,39.66243939,0,5.25E-09
5.4,-1.66E-05,4.45E-05,39.66243939,0,-1.04E-12
5.6,-0.000247406,0.02931377,39.66243939,0,-1.03E-08
5.8,-0.000377795,0.263379106,39.66243939,0,-1.41E-07
6,-0.000194876,0.204840531,39.66243939,0,-5.66E-08
6.2,-0.000209283,0.043903931,39.66243939,0,-1.30E-08
6.4,-0.000514507,0.087807863,39.66243939,0,-6.40E-08
6.6,-0.000257143,0.073173219,39.66243939,0,-2.67E-08
6.8,0.020929132,0.219475175,39.66243939,0,6.51E-06
7,0.022189891,0.628978308,39.66243939,0,1.98E-05
7.2,0.061936837,1.740721933,39.66243939,0,0.000152772
7.4,0.060794426,1.799260508,39.66243939,0,0.000154997
7.6,0.087783103,2.793971464,39.66243939,0,0.000347534
7.8,0.087329729,2.735477371,39.66243939,0,0.000338501
8,0.113834164,3.58384189,39.66243939,0,0.000578078
8.2,0.112501442,3.496078509,39.66243939,0,0.000557319
8.4,0.143769225,4.476154822,39.66243939,0,0.000911876
8.6,0.141090937,4.476184565,39.66243939,0,0.000894895
8.8,0.165638602,5.412327203,39.66243939,0,0.001270312
9,0.164193745,5.207531154,39.66243939,0,0.001211584
9.2,0.195340805,5.997490544,39.66243939,0,0.001660074
9.4,0.194872044,6.143748017,39.66243939,0,0.001696476
9.6,0.226044406,6.787316487,39.66243939,0,0.002173986
9.8,0.226331569,6.977522374,39.66243939,0,0.002237748
10,0.251431354,7.577231395,39.66243939,0,0.002699572
10.2,0.251637543,7.679629419,39.66243939,0,0.002738297
10.4,0.279981155,8.513448258,39.66243939,0,0.00337753
10.6,0.288795094,8.440319521,39.66243939,0,0.00345393
10.8,0.314978929,9.288728522,39.66243939,0,0.004145746
11,0.333549771,9.65446117,39.66243939,0,0.004563033
11.2,0.340017151,10.10782375,39.66243939,0,0.004869937
11.4,0.36838936,10.81001976,39.66243939,0,0.005642849
11.6,0.367200532,10.86855834,39.66243939,0,0.005655098
11.8,0.397775404,11.67306341,39.66243939,0,0.006579421
12,0.400830365,11.77546143,39.66243939,0,0.00668811
12.2,0.42373773,12.46297831,39.66243939,0,0.00748314
12.4,0.445210871,12.88711609,39.66243939,0,0.008129922
12.6,0.450798162,13.20898929,39.66243939,0,0.008437555
12.8,0.468822282,13.60394674,39.66243939,0,0.009037287
13,0.476539614,14.028129,39.66243939,0,0.009472479
13.2,0.504886031,14.94971122,39.66243939,0,0.010695253
13.4,0.504354762,14.78881911,39.66243939,0,0.010569015
13.6,0.530937387,15.8566588,39.66243939,0,0.011929435
13.8,0.530987832,15.66649739,39.66243939,0,0.011787491
14,0.563176768,16.573356,39.66243939,0,0.013225743
14.2,0.568537524,16.55876584,39.66243939,0,0.013339882
14.4,0.591804496,17.26082841,39.66243939,0,0.01447454
14.6,0.614397257,17.88989568,39.66243939,0,0.015574782
14.8,0.618796032,18.03619763,39.66243939,0,0.01581457
15,0.637781952,18.54814327,39.66243939,0,0.016762452
15.2,0.6587869,19.2502948,39.66243939,0,0.017969965
15.4,0.671164909,19.54280975,39.66243939,0,0.018585795
15.6,0.685206742,20.11333845,39.66243939,0,0.019528581
15.8,0.704240396,20.40589787,39.66243939,0,0.020362989
16,0.721881612,21.00565138,39.66243939,0,0.021486566
16.2,0.732734376,21.48841669,39.66243939,0,0.022310837
16.4,0.750480431,21.76625252,39.66243939,0,0.023146638
16.6,0.769171001,22.33678121,39.66243939,0,0.024344922
16.8,0.780646906,22.71710402,39.66243939,0,0.025128843
17,0.796570954,23.27295359,39.66243939,0,0.026268838
17.2,0.816097742,23.60937247,39.66243939,0,0.027301814
17.4,0.835626119,24.12140708,39.66243939,0,0.028561403
17.6,0.847613261,24.73570626,39.66243939,0,0.029708926
17.8,0.863016252,25.08680426,39.66243939,0,0.030678153
18,0.882314578,25.52557668,39.66243939,0,0.031912726
18.2,0.897822439,25.96443807,39.66243939,0,0.033031954
18.4,0.910184782,26.37407465,39.66243939,0,0.034015095
18.6,0.929282551,26.81284707,39.66243939,0,0.035306576
