Disp,Force
0.22820383,227.5236512
0.228972583,220.3563664
0.229743883,212.165152
0.230517713,205.9486272
0.231294053,200.6830848
0.232072878,196.8800448
0.232854165,193.7350864
0.233637884,192.7843264
0.234424006,190.8828064
0.235212496,190.66352
0.236003319,190.0783856
0.236796436,188.5424912
0.237591806,188.3963744
0.238389385,187.81124
0.239189128,185.6902112
0.239990984,183.715744
0.240794902,181.15592
0.241600827,179.9856512
0.242408702,178.0841312
0.243218468,176.694576
0.244030061,179.912704
0.244843416,180.20516
0.245658465,181.5215456
0.246475136,183.1306096
0.247293357,183.9350304
0.248113051,184.5201648
0.248934138,180.7902944
0.249756536,175.743816
0.25058016,172.3797936
0.251404923,168.5767536
0.252230734,165.4317952
0.2530575,162.5063456
0.253885125,160.3123696
0.254713508,157.8988848
0.255542549,156.2168736
0.256372143,155.192944
0.257202182,154.8273184
0.258032556,153.949728
0.25886315,152.7794592
0.25969385,151.9018688
0.260524535,151.5362432
0.261355084,156.3629904
0.262185372,164.2617488
0.263015271,164.993
0.263844651,159.5079488
0.264673377,154.0958448
0.265501313,150.8047696
0.26632832,148.0256592
0.267154256,145.4658352
0.267978975,143.6374848
0.268802329,143.491368
0.269624167,143.5643152
0.270444336,143.8569936
0.271262678,143.5643152
0.272079033,143.5643152
0.27289324,142.9794032
0.273705132,139.8344448
0.274514541,138.0060944
0.275321296,136.4704224
0.276125222,135.5926096
0.276926142,136.177744
0.277723876,136.836048
0.278518242,138.079264
0.279309053,136.3240832
0.28009612,136.177744
0.280879253,135.3733232
0.281658257,136.177744
0.282432934,135.885288
0.283203084,134.3493936
0.283968504,133.8374288
0.284728988,133.2522944
