Disp,Force
0,0
0.000234357,1.185215022
0.000757204,3.829407342
0.001310448,6.62733019
0.001893252,9.574745094
0.00250479,12.66747685
0.00314425,15.90141326
0.003810829,19.27250487
0.00450374,22.77676395
0.005222206,26.4102642
0.005965464,30.16914061
0.00673276,34.04958828
0.007523355,39.639464
0.008336519,44.3200944
0.009171536,47.0260352
0.010027699,49.731976
0.010904316,56.5336352
0.011800702,61.8723472
0.012716187,69.6247664
0.013650111,75.3293264
0.014601824,79.2787056
0.015570688,84.6174176
0.016556075,88.7860832
0.017557369,92.150328
0.018573964,95.5877424
0.019605264,98.2936832
0.020650686,103.3401616
0.021709653,107.1432016
0.022781602,110.5803936
0.023865979,112.9938784
0.02496224,120.5999584
0.026069851,129.0836288
0.027188289,139.1763632
0.028317038,146.5629344
0.029455595,154.0958448
0.030603464,158.2645104
0.031760162,159.3616096
0.032925211,162.14072
0.034098145,162.8721936
0.035278508,164.1885792
0.036465851,166.7481808
0.037659736,171.8678288
0.038859732,179.546856
0.040065419,189.9320464
0.041276384,207.4845216
0.042492225,218.9668112
0.043712546,227.2309728
0.044936961,237.4700464
0.046165093,246.392512
0.047396573,250.9999728
0.048631038,257.3628368
0.049868137,258.6060528
0.051107525,261.0195376
0.052348865,266.943384
0.053591828,271.112272
0.054836093,277.8405392
0.056081348,284.057064
0.057327287,285.5929584
0.058573613,289.2496592
0.059820034,297.1484176
0.061066268,310.0932096
0.062312041,322.4530896
0.063557082,330.3516256
0.064801133,343.004184
0.066043938,375.5493104
0.067285251,385.2032496
0.068524832,398.6600064
0.069762448,405.3153264
0.070997872,414.8229264
0.072230885,415.5541776
0.073461275,415.188552
0.074688834,417.5288672
0.075913363,425.354456
0.077134669,429.0111568
0.078352563,437.2023712
0.079566865,452.560648
0.0807774,463.7504816
0.081983999,470.7714272
0.083186499,472.1609824
0.084384743,472.1609824
0.085578581,486.2028736
0.086767867,490.8105568
0.087952461,501.2689168
0.089132229,522.6973792
0.090307042,527.3050624
0.091476778,534.1796688
0.092641319,535.3499376
0.093800552,540.981328
0.09495437,542.0784272
0.096102671,552.3172784
0.097245359,563.2144336
0.09838234,569.6504672
0.099513529,567.6757776
0.100638843,565.993544
0.101758205,565.9203744
0.102871541,565.8474272
0.103978785,567.310152
0.105079872,565.5547488
0.106174744,569.3577888
0.107263346,573.9652496
0.108345628,582.3759728
0.109421544,591.5179472
0.110491052,606.2181424
0.111554116,610.0941296
0.112610702,618.2121744
0.113660779,626.6960672
0.114704324,641.1767536
0.115741313,653.6098032
0.116771731,674.380184
0.117795562,682.937024
0.118812796,678.6951888
0.119823426,672.478664
0.12082745,668.1636592
0.121824868,665.4577184
0.122815682,663.2637424
0.123799901,661.5083392
0.124777535,662.678608
0.125748597,678.549072
0.126713104,702.1717328
0.127671076,723.3079616
0.128622535,718.3346528
0.129567508,710.7285728
0.130506023,705.9747728
0.131438111,701.7329376
0.132363807,699.3194528
0.133283148,696.1747168
0.134196173,698.2223536
0.135102925,699.8314176
0.136003448,703.6344576
0.13689779,704.4388784
0.137786001,700.8553472
0.138668131,699.0269968
0.139544237,705.3164688
0.140414373,705.6823168
0.141278599,703.853744
0.142136975,700.7821776
0.142989565,706.7791936
0.143836433,711.4600464
0.144677646,722.284032
0.145513273,749.9292416
0.146343384,753.4396032
0.14716805,765.3609104
0.147987348,764.7026064
0.148801351,757.0965264
0.149610137,747.296248
0.150413785,739.7633376
0.151212375,734.2782864
0.152005988,729.4513168
0.152794708,725.7214464
0.15357862,727.4766272
0.154357808,727.1110016
0.15513236,723.8199264
0.155902364,723.4540784
0.156667909,738.9589168
0.157429084,748.247008
0.158185983,753.5859424
0.158938695,762.508408
0.159687316,754.3905856
0.160431938,740.4216416
0.161172656,734.4244032
0.161909566,732.3035968
0.162642765,718.0421968
0.163372348,706.7791936
0.164098415,701.4404816
0.164821062,704.9508432
0.165540388,708.6807136
0.166256492,694.711992
0.166969475,681.1818432
0.167679435,670.0651792
0.168386473,659.8994976
0.169090689,651.561944
0.169792184,644.614168
0.170491059,642.420192
0.171187415,650.4650672
0.171881352,639.2752336
0.172572973,629.2556688
0.173262378,619.9675776
0.173949668,612.288328
0.174634945,605.7061776
0.175318308,603.8778272
0.17599986,599.1240272
0.1766797,610.0941296
0.177357929,605.633008
0.178034647,604.3166224
0.178709952,599.0508576
0.179383946,579.0848976
0.180056726,564.2383632
0.18072839,544.3455728
0.181399037,526.7930976
0.182068764,498.9286016
0.182737667,472.1609824
0.183405843,454.6816768
0.184073388,453.7309168
0.184740395,433.1066528
0.185406958,411.9706464
0.186073172,398.2212112
0.186739128,387.1777168
0.187404918,379.4986896
0.188070633,373.5014512
0.188736362,379.3523504
0.189402194,378.0359648
0.190068216,366.0417104
0.190734517,358.5819696
0.19140118,354.3401344
0.192068291,352.7310704
0.192735933,350.7563808
0.193404189,347.09968
0.194073139,347.1728496
0.194742863,342.8578448
0.195413439,333.2770752
0.196084945,322.3067504
0.196757457,315.9441088
0.197431049,309.727584
0.198105794,302.3410128
0.198781764,297.367704
0.199459028,293.7110032
0.200137657,292.2482784
0.200817715,294.6617632
0.20149927,301.5363696
0.202182385,299.269224
0.202867122,293.564664
0.203553543,292.9065824
0.204241706,289.469168
0.204931668,281.4974624
0.205623485,275.1345984
0.20631721,270.0883424
0.207012897,270.8195936
0.207710594,266.4316416
0.208410351,262.555432
0.209112213,262.1166368
0.209816226,261.0195376
0.210522431,260.7270816
0.21123087,255.3881472
0.211941581,248.8791664
0.212654601,243.9790272
0.213369965,240.1759872
0.214087704,236.5192864
0.214807851,232.6430768
0.215530432,229.7907968
0.216255475,228.5475808
0.216983004,231.6923168
0.21771304,233.3013808
0.218445604,230.1564224
0.219180713,227.9624464
0.219918382,225.6221312
0.220658625,224.1594064
0.221401452,221.8190912
0.222146872,219.3324368
0.222894892,217.869712
0.223645514,217.4309168
0.224398741,215.8220752
0.225154571,214.6518064
0.225913002,217.3577472
0.226674028,222.0383776
0.227437641,228.5475808
