Disp,Force
0,0
0.000819534,4.775341306
0.001689062,9.841996164
0.002560014,14.91694472
0.003432381,20.0001418
0.004306156,25.09154069
0.005181331,30.19109779
0.006057898,35.29876341
0.006935847,40.41448635
0.007815171,45.53821853
0.00869586,50.66990582
0.009577905,55.80949257
0.010461296,60.9569263
0.011346024,66.11214844
0.012232079,71.27509898
0.01311945,76.44572108
0.014008126,81.62395182
0.014898098,86.80972685
0.015789354,92.00298504
0.016681882,97.20365917
0.017575672,102.4116806
0.018470711,107.6269841
0.019366987,112.8494981
0.020264489,118.0791498
0.021163203,123.3158697
0.022063118,128.5595823
0.022964219,133.8102105
0.023866495,139.0676809
0.024769931,144.3319137
0.025674514,149.602828
0.026580231,154.8803462
0.027487066,160.1643846
0.028395006,165.4548583
0.029304036,170.7516859
0.030214141,176.0547798
0.031125307,182.399136
0.032037518,185.7633808
0.032950759,189.7859296
0.033865014,194.759016
0.034780268,200.3172368
0.035696504,204.3397856
0.036613706,212.9697952
0.037531858,218.8936416
0.038450943,225.7684704
0.039370944,233.0087024
0.040291844,243.1014368
0.041213626,246.1730032
0.042136273,248.8059968
0.043059766,253.1210016
0.043984089,254.0717616
0.044909222,257.8748016
0.045835148,261.4583328
0.046761848,267.894144
0.047689305,275.7929024
0.048617498,281.7167488
0.04954641,289.1764896
0.05047602,293.1990384
0.051406311,301.6095392
0.052337262,310.4588352
0.053268854,314.7006704
0.054201067,318.5037104
0.055133881,323.988984
0.056067276,326.841264
0.057001232,330.2786784
0.057935729,334.6666304
0.058870745,338.250384
0.059806261,344.6861952
0.060742255,357.7773264
0.061678707,363.6282256
0.062615595,367.5776048
0.063552899,373.2821648
0.064490596,377.8896256
0.065428666,384.0329808
0.066367087,393.3942416
0.067305836,396.9779952
0.068244893,403.2674672
0.069184236,411.7511376
0.070123841,419.3572176
0.071063687,422.502176
0.072003753,425.5737424
0.072944014,426.305216
0.073884449,438.665096
0.074825036,451.1710928
0.075765751,459.5815936
0.076706572,464.920528
0.077647476,470.1862928
0.07858844,477.3535776
0.079529442,483.935728
0.080470457,485.6179616
0.081411463,486.6416688
0.082352437,488.6163584
0.083293355,492.4193984
0.084234194,500.5374432
0.085174931,502.5853024
0.086115542,506.0227168
0.087056003,509.0211136
0.087996292,524.160104
0.088936385,538.5678432
0.089876257,545.0036544
0.090815886,547.5634784
0.091755248,554.2187984
0.092694319,554.3651376
0.093633075,556.6322832
0.094571493,556.7054528
0.095509548,559.5577328
0.096447218,577.8414592
0.097384478,585.0819136
0.098321305,587.861024
0.099257675,590.6401344
0.100193564,593.6387536
0.101128948,595.8327296
0.102063805,599.7821088
0.10299811,606.8030544
0.103931839,607.7538144
0.104864969,611.5568544
0.105797476,623.1854832
0.106729338,623.1123136
0.107660529,630.2064288
0.108591028,634.5946032
0.10952081,634.3750944
0.110449853,636.057328
0.111378133,649.660424
0.112305627,660.7039184
0.113232311,663.3366896
0.114158164,663.7025376
0.115083161,666.0428528
0.11600728,665.2382096
0.116930498,671.6010736
0.117852793,680.450592
0.118774143,682.8638544
0.119694524,687.5447072
0.120613914,694.4193136
0.121532292,697.1254768
0.122449635,695.8088688
0.123365921,694.4924832
0.124281128,692.152168
0.125195236,692.7373024
0.126108221,699.099944
0.127020063,713.9464784
0.127930741,716.3599632
0.128840234,716.213624
0.129748521,720.2361728
0.13065558,726.9646624
0.131561393,736.4722624
0.132465937,744.5903072
0.133369194,746.1993712
0.134271143,746.1993712
0.135171764,745.9798624
0.136071039,743.8588336
0.136968947,745.2486112
0.137865469,752.6351824
0.138760587,756.0725968
0.139654282,757.0965264
0.140546536,754.8291584
0.141437331,753.0739776
0.142326647,754.609872
0.143214469,762.874256
0.144100778,769.6027456
0.144985557,770.2608272
0.145868791,768.5056464
0.146750461,766.5309568
0.147630551,765.4338576
0.148509046,760.972736
0.14938593,757.2426432
0.150261188,756.218936
0.151134804,763.166712
0.152006764,762.0696128
0.152877052,761.7039872
0.153745656,766.311448
0.154612562,763.6055072
0.155477755,760.6800576
0.156341223,762.7279168
0.157202952,768.5056464
0.158062932,764.1906416
0.158921149,758.9980464
0.159777592,756.8770176
0.16063225,749.9292416
0.161485111,740.348472
0.162336166,735.4483328
0.163185405,730.2557376
0.164032817,720.1630032
0.164878393,714.0928176
0.165722125,702.3910192
0.166564004,688.2027888
0.167404022,678.0371072
0.168242172,669.7727232
0.169078447,660.6307488
0.16991284,648.0515824
0.170745344,633.7901824
0.171575955,616.1645376
0.172404667,601.2448336
0.173231475,586.3251296
0.174056376,577.5490032
0.174879364,577.9877984
0.175700438,561.4592528
0.176519595,542.0784272
0.177336831,524.160104
0.178152146,505.9495472
0.178965539,488.397072
0.179777009,474.0625024
0.180586556,463.1653472
0.18139418,455.7785536
0.182199884,445.1009072
0.183003667,435.812816
0.183805533,430.9126768
0.184605485,424.988608
0.185403525,418.1140016
0.186199659,412.7750672
