Disp,Force
0.18699389,413.7258272
0.187786224,405.4616656
0.188576667,397.124112
0.189365226,389.0060672
0.190151907,386.2269568
0.19093672,379.717976
0.191719671,373.4282816
0.19250077,364.2865296
0.193280028,356.9729056
0.194057454,351.9998192
0.194833061,349.8056208
0.195606859,347.4653056
0.196378862,345.4176688
0.197149083,340.736816
0.197917536,337.9577056
0.198684236,336.348864
0.199449198,330.93676
0.200212439,323.5501888
0.200973976,316.5292432
0.201733827,313.0186592
0.20249201,311.9947296
0.203248545,307.0948128
0.204003452,303.5842288
0.204756752,300.6587792
0.205508467,298.8304288
0.206258619,295.9049792
0.207007232,293.9302896
0.207754331,291.1511792
0.20849994,285.5929584
0.209244085,282.5943392
0.209986794,280.254024
0.210728093,277.6944224
0.211468012,273.7450432
0.21220658,273.598704
0.212943828,273.4525872
0.213679786,272.8674528
0.214414488,269.795664
0.215147965,266.7240976
0.215880254,260.4344032
0.216611387,256.2657376
0.217341401,253.1939488
0.218070334,251.5119376
0.218798223,251.5119376
0.219525107,249.6104176
0.220251025,246.0998336
0.22097602,243.3207232
0.221700132,243.9790272
0.222423405,242.2238464
0.223145882,239.2252272
0.223867608,235.1297312
0.22458863,229.7176272
0.225308995,226.7921776
0.22602875,223.574272
0.226747945,220.429536
0.227466631,216.5533264
0.228184858,213.4085904
0.228902679,210.4099712
0.229620147,208.4352816
0.230337318,206.460592
0.231054247,204.92492
0.231770992,203.5353648
0.232487609,202.8038912
0.23320416,202.5846048
0.233920703,201.12188
0.234637302,200.756032
0.235354018,199.9516112
0.236070916,199.5859856
0.236788061,199.0740208
0.237505519,198.1232608
0.238223359,196.8068752
0.238941649,194.46656
0.23966046,192.7111568
0.240379863,190.8828064
0.24109993,189.5664208
0.241820736,188.6888304
0.242542356,188.6888304
0.243264867,187.81124
0.243988347,186.4216848
0.244712875,184.2274864
0.245438531,182.9842704
0.246165398,181.5947152
0.24689356,179.912704
0.247623099,178.011184
0.248354104,176.7677456
0.249086661,174.9393952
0.249820858,172.7454192
0.250556788,170.1124256
0.25129454,169.1616656
0.252034208,167.84528
0.252775888,166.3825552
0.253519674,165.1393392
0.254265664,163.8229536
0.255013957,161.7750944
0.255764654,160.7511648
0.256517857,159.5079488
0.257273669,158.5571888
0.258032195,157.7525456
0.258793542,158.4840192
0.259557817,158.33768
0.26032513,157.6064288
0.261095593,155.7780784
0.261869318,155.3392832
0.26264642,154.3885232
0.263427014,153.5107104
0.264211218,151.68236
0.264999151,150.3659744
0.265790934,149.8540096
0.266586689,149.4152144
0.267386541,148.537624
0.268190615,147.87932
0.268999039,146.1973088
0.269811942,145.392888
0.270629454,145.3197184
0.271451708,145.9048528
0.272278839,144.8809232
0.273110982,143.9301632
0.273948276,142.3942688
0.274790859,140.8583744
0.275638873,138.8107376
0.276492461,137.4941296
0.277351769,135.9584576
0.278216942,134.7150192
0.279088129,134.4225632
0.27996548,135.1538144
0.280849148,135.7389488
0.281739287,134.4957328
0.282636053,132.6673824
0.283539603,131.4971136
0.284450097,130.7658624
0.285367696,130.2538976
0.286292564,130.4000144
0.287224868,130.0343888
0.288164773,129.229968
0.289112449,128.3523776
0.290068067,127.4747872
0.291031802,126.7433136
0.292003827,125.2805888
0.292984321,124.3298288
0.293973462,123.817864
0.294971432,123.4522384
0.295978415,122.7209872
0.296994595,123.1597824
0.298020159,122.3551392
0.299055299,121.9895136
0.300100205,121.4775488
0.301155071,120.2343328
0.302220093,119.8687072
0.303295468,119.429912
0.304381398,118.771608
0.305478084,118.2596432
0.30658573,119.064064
0.307704544,117.528392
0.308834734,117.3088832
0.309976512,117.162544
0.31113009,117.528392
0.312295684,117.528392
0.313473512,116.5044624
0.314663794,114.7490592
0.315866752,113.067048
0.31708261,111.6774928
0.318311596,110.5803936
0.319553939,109.9954816
0.320809871,108.7520432
0.322079624,108.3864176
0.323363435,108.5327568
0.324661544,108.7520432
0.32597419,108.605704
0.327301618,108.605704
0.328644073,108.5327568
0.330001802,108.0939616
0.331375058,107.8012832
0.332764093,106.6312368
0.334169161,106.2653888
