Disp,Force
0,0
0.000260966,1.282359096
0.001227325,6.030952663
0.002194186,10.78201298
0.003161543,15.53550444
0.004129385,20.29138681
0.005097706,25.04961949
0.006066498,29.81016578
0.007035753,34.57298436
0.008005461,39.33803354
0.008975615,44.10527557
0.009946207,48.87466805
0.010917228,53.64616823
0.01188867,58.41973732
0.012860525,63.19533185
0.013832782,67.97290806
0.014805435,72.75242611
0.015778474,77.53384152
0.016751889,82.3171095
0.017725674,87.1021892
0.018699818,91.88903517
0.019674312,96.67760159
0.020649148,101.4678466
0.021624315,106.2597239
0.022599806,111.0531866
0.02357561,115.8481919
0.024551719,120.6446924
0.025528122,125.4426405
0.026504811,130.2419924
0.027481776,135.0426997
0.028459007,139.8447139
0.029436494,144.6479903
0.030414229,149.4524796
0.0313922,154.2581324
0.032370399,159.0649031
0.033348815,163.8727417
0.034327438,168.6815976
0.035306259,173.4914247
0.036285267,178.3021717
0.037264451,183.1137877
0.038243803,187.9262253
0.039223312,192.7394327
0.040202967,197.553358
0.041182758,202.367953
0.042162674,207.1831653
0.043142706,211.998942
0.044122842,216.8152343
0.045103073,221.6319889
0.046083386,226.4491522
0.047063773,231.2666746
0.048044222,236.0845021
0.049024722,240.9025805
0.050005262,245.7208594
0.050985833,250.539284
0.051966422,255.3577995
0.052947019,260.1763548
0.053927612,268.0404832
0.054908192,272.5016048
0.055888746,282.7406784
0.056869264,285.3734496
0.057849734,286.25104
0.058830145,292.0287696
0.059810487,298.7572592
0.060790747,305.1930704
0.061770915,310.0932096
0.062750978,309.4349056
0.063730926,311.0439696
0.064710748,313.0916064
0.065690431,315.1394656
0.066669964,317.9917456
0.067649336,324.573896
0.068628535,332.3263152
0.06960755,338.0308752
0.070586369,348.0502176
0.07156498,348.2697264
0.072543371,347.9772704
0.073521531,349.586112
0.074499448,348.1965568
0.075477111,360.1176416
0.076454507,376.2805616
0.077431624,379.8640928
0.078408452,382.7163728
0.079384977,385.9342784
0.080361188,396.1001824
0.081337074,419.2108784
0.082312621,423.379544
0.083287819,423.0139184
0.084262655,424.4766432
0.085237118,422.5019536
0.086211194,421.185568
0.087184873,420.6004336
0.088158141,420.234808
0.089130988,423.9646784
0.090103401,454.0965424
0.091075368,470.5519184
0.092046876,483.277424
0.093017914,481.66836
0.09398847,497.9776192
0.094958532,497.1731984
0.095928086,496.0760992
0.096897122,497.538824
0.097865626,510.9226336
0.098833588,514.8717904
0.099800994,519.69876
0.100767833,523.7944784
0.101734092,543.6872688
0.10269976,545.8080752
0.103664823,557.5098736
0.10462927,555.4620144
0.10559309,559.5575104
0.106556268,574.7696704
0.107518794,581.2788736
0.108480656,580.4742304
0.109441841,580.1817744
0.110402336,580.4010608
0.111362131,589.9818304
0.112321213,598.7581792
0.113279569,614.5554736
0.114237188,624.8674944
0.115194057,652.80516
0.116150165,669.1875888
0.117105499,663.3366896
0.118060048,658.7292288
0.119013799,655.1454752
0.119966741,652.0739088
0.120918861,648.7828336
0.121870148,645.4185888
0.122820589,643.6631856
0.123770173,642.2004608
0.124718888,646.0766704
0.125666722,650.1723888
0.126613663,667.06656
0.127559699,665.6770048
0.128504819,664.9457536
0.129449011,677.8175984
0.130392263,694.8581088
0.131334563,701.5865984
0.132275901,702.1715104
0.133216263,705.1701296
0.134155639,713.361344
0.135094018,709.7046432
0.136031387,704.2925392
0.136967735,702.7566448
0.137903052,708.2419184
0.138837324,738.081104
0.139770542,750.7336624
0.140702694,744.1512896
0.141633768,739.2513728
0.142563754,746.637944
0.143492641,749.0514288
0.144420416,745.2483888
0.14534707,743.5663776
0.146272591,740.3482496
0.147196969,738.081104
0.148120192,737.5691392
0.14904225,751.3185744
0.149963131,756.7306784
0.150882826,765.5070272
0.151801324,773.3323936
0.152718614,773.8443584
0.153634685,781.5967776
0.154549528,794.6881312
0.155463131,792.7863888
0.156375484,788.6177232
0.157286579,782.2550816
0.158196403,777.062264
0.159104947,785.1073616
0.160012201,789.8611616
0.160918155,792.4939328
0.1618228,792.2746464
0.162726124,800.538808
0.16362812,817.652488
0.164528776,813.6301616
0.165428085,803.5374272
0.166326035,794.834248
0.167222618,787.7401328
0.168117824,780.4265088
0.169011645,773.1862768
0.16990407,766.8965824
0.170795092,761.3381392
0.171684701,761.1920224
0.172572888,765.8726528
0.173459645,777.3549424
0.174344962,785.8386128
0.175228832,804.341848
0.176111246,794.3954528
0.176992196,788.1057584
0.177871672,782.8399936
0.178749668,775.819048
0.179626175,778.7444976
0.180501186,778.963784
0.181374692,791.2507168
0.182246685,785.9117824
0.183117158,772.2355168
0.183986104,767.3353776
0.184853515,767.9934592
0.185719385,762.3620688
0.186583705,749.4170544
0.187446469,731.0601584
0.18830767,712.2642448
0.189167301,696.3940032
0.190025355,677.8175984
0.190881826,663.7023152
0.191736708,652.0007392
0.192589994,653.9022592
0.193441679,646.2230096
0.194291755,630.2064288
0.195140218,612.87324
0.195987061,615.5791808
0.19683228,596.71032
0.197675867,558.0947856
0.198517819,523.6481392
0.19935813,498.9283792
0.200196795,481.0102784
0.201033808,466.6025392
0.201869167,452.1218528
0.202702864,445.905328
0.203534897,442.1754576
0.204365262,439.6888032
0.205193952,443.7111296
0.206020966,442.0291184
